,heart1,noise1,muscskel1,heart2,organs1,organs2,msucskel2,muscskel3,heart3,bladder1,organs3,bladder2,organs4,organs5,muscskel4,heart4,muscskel5,organs6,organs7,organs8
22,3.663582954916317,29.94679555859148,23.415323428774972,4.1182549580183405,5.668979032003033,10.093201779663826,15.37793122427185,26.124487797124402,2.146051404587191,0.144661674914927,21.113973682082605,0.36340705945838603,8.423634492837788,2.0380724662612177,23.134363792347376,2.25898812614463,24.885681482143713,11.152010773377762,2.9608967845248437,6.7579110063684364
23,3.772162783953363,30.264736311585345,23.199486892902325,4.377873282714735,5.512374585674707,10.167953863831626,15.755085969282502,25.673173694323808,2.1296901754354756,0.12052305647584838,19.9459638880841,0.3569680583563938,8.695896955882885,1.926239332042199,23.241093667696592,2.3473837664164776,25.80975876126686,10.632686035610321,2.948842569783238,6.584293616340963
24,3.9182623900413387,30.802357954066924,22.931707430421735,4.77702441343165,5.3271281868535505,10.372743426704542,15.778277462863544,25.226321560966806,2.0808638109086046,0.13861648828690123,19.107553459890347,0.3524055901902422,8.751970419226145,1.8958004863290348,23.571805659626683,2.457831650836444,26.59468234155507,10.240523426275741,2.931888154806492,6.3133452709984805
25,4.105427723464376,31.11298606568808,22.633154023387416,5.056086967757464,5.17147438498162,10.50709938128478,15.76797047282409,24.820209917807283,2.0708228681875895,0.12554168039204458,18.39015301053454,0.32965309824002315,8.97293341028797,1.8061577000819748,23.59997139715742,2.564781403744143,27.06602424445097,9.876062879631574,2.9766791289783328,6.105337025632832
26,4.354424129522014,24.91518737809002,22.172699304621005,5.458002833911895,5.011215586850419,10.834722779824848,15.934304195741122,24.384947627570064,2.0885785846468576,0.10693715207309108,17.480827090127313,0.3438499247598903,9.117209301921907,1.7284178478099794,23.535724453642718,2.719629122143662,27.13759849175402,9.685225969450064,3.020972814171957,5.95322659912631
27,4.654688705113922,25.170059704156973,21.926851120212433,5.93289248194928,4.8497846468156744,11.195490024937632,16.1350958218165,23.746729660914227,2.12191378868438,0.11450871838887698,16.483058384769496,0.3270528575291726,9.434157453780076,1.699807554143444,23.552412132719073,2.885449962980008,27.596573877771757,9.333869568530638,3.0826045528951065,5.699320236816261
28,5.007333705604404,20.157133378772155,21.556118999900015,6.429521841934843,4.660642030464507,11.898585529123475,16.470360220035545,23.349274580514937,2.1455941946003056,0.16422919543838999,15.363757600617033,0.3635694810093392,9.843384452316492,1.589177901657623,23.715069080564497,3.089584324726002,28.12194035742161,9.018727560668365,3.144096314926052,5.534716672626948
29,5.367854679242131,20.649039720947343,21.09068616232743,7.0328072271909745,4.5247675404818954,12.457157774849485,16.81257063214329,22.666617857625578,2.1679412057709904,0.32852383931170126,14.1544055165661,0.4830852298529111,10.371558440645327,1.5244521704060177,23.451589747966764,3.253348356513582,28.308912092829168,8.674939882264974,3.157964328363636,5.275442349489022
30,5.893308560446329,17.23018962836062,20.560562607486418,7.83556850160221,4.305373032555246,12.882216507120217,17.60975539333828,22.080118794642416,2.249042000808249,0.942970844033876,12.789592825930766,0.883909369535054,11.34318508700988,1.4273522901323457,23.385778036595905,3.506942079258941,28.48183037894157,8.349457560531706,3.2701749127416386,5.044839972945774
31,6.406681008753462,17.459242379866588,19.7175899071537,8.647872414944459,4.066778951329166,12.95070111690399,18.353456772056234,20.93832311428857,2.3163829106591947,2.1725102133327985,11.39988615203638,1.6876382170528645,12.316709454637692,1.3058644841834448,22.68534897447342,3.8294795683183196,27.640000037935756,7.934436118530338,3.398052911961594,4.728741791633661
32,6.819384730036754,17.46573179737082,19.16969150040283,9.244786128485465,3.954860384765469,12.938675609717421,18.94031038010138,20.185540082206018,2.416151180883401,3.5573432138139887,10.627407300165135,2.4395650259166786,13.037413397527567,1.2313582885989767,22.058232137197507,4.116628125570514,26.850707746635535,7.680933732302198,3.5761734065437096,4.530153037601789
33,7.151763169757799,16.456846336801632,18.607240568021542,9.686546385679037,3.8664383158205573,12.796802339458571,19.262380170955062,19.67657086183172,2.495905029313981,4.573491599726687,10.032979543270672,3.203895599990947,13.512707233875878,1.2050290566452544,21.54131457113331,4.3106841436216445,25.702907038274585,7.407420759140112,3.6901469482707374,4.429037287315357
34,7.313235735742749,15.9454201797965,17.887670407954264,9.903295862481992,3.706710693437962,12.381781560657544,19.25829861972976,18.83077651967679,2.5567391927038483,5.003113225794124,9.388128521433426,4.0455840523815905,13.588818317486771,1.1444591968740012,20.697809208216498,4.3149494318419075,24.378755348701688,7.047689074433636,3.654687425561251,4.204075646633565
35,7.996860022235988,16.311824954792232,18.478395737826045,10.813546188192669,3.822456998015396,12.855668752836378,20.655854664559225,19.442327415240644,2.8183932452496165,5.464104210979842,9.528353690738996,5.17650792633622,14.625595292825478,1.186432915028263,21.357156312029602,4.5687846494775854,24.937490850960085,7.251412242732562,3.8554788626671015,4.317135383859157
36,8.112447064851953,15.617048176174768,17.803152588250132,10.936858747985456,3.6915320121034876,12.429926800343877,20.553697118908506,18.732032528618753,2.855372382089667,5.351296465002708,9.010223112904393,5.775867085671427,14.62800651207743,1.1213747582694673,20.530819296618184,4.435271437272551,23.773935934278843,6.940469419546663,3.7615424234704484,4.1260184169905525
37,8.336105164481591,15.164999333587092,17.421889531795372,11.211858879886092,3.6156752528135754,12.2254491311785,20.806198727660977,18.368062278116366,2.9381693656632466,5.333092480826339,8.738133573430726,6.344426430746769,14.790441636481969,1.124594227418554,20.236442295819323,4.395738885303268,23.24997325722417,6.786788903065289,3.7324055048166147,4.019178429900085
38,8.779313310826833,15.053120676818269,17.458381318003315,11.741299128541838,3.6074485896226918,12.332469252067366,21.436451413571714,18.339366145105295,3.1556136086107864,5.490727795806424,8.657396702935715,6.909767673406162,15.234979855569003,1.1269968765245517,20.310165208526293,4.446481359025669,23.133107822552684,6.695739422878889,3.729439176142064,4.013707013543629
39,8.918701392543559,14.811212130055276,17.060169173234954,12.00044472053123,3.5182850209621517,12.183534940520808,21.54406061750334,17.859220524332923,3.2044396614056763,5.445184895487555,8.355693563893478,7.267641743962925,15.274328481696182,1.1150397045047673,19.933907746301536,4.418411306020717,22.575731206811554,6.5699840209195255,3.6930965614354205,3.9147647714265337
