,0,0,1,2,3,4,5,6,7,8,9
xVArt.CArt1dot,0.0,0.9969334160469003,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
xVGut.CGut1dot,0.0,0.0,0.997579304363298,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
xVGutLumen.AGutlumen1dot,0.0,-13.160560173827859,-0.0,0.9526891378088777,26.15098963083985,0.0,-0.0764347214590704,-0.5727985522637951,-0.049400874013539216,37.12125974553375,-0.0
xVLung.CLung1dot,0.0,0.05383784592327966,0.0,-0.0,0.643730500094191,0.02794657374771976,0.0,0.0,-0.0,0.0,-0.0
xVVen.CVen1dot,0.0,1.0093744898581374,0.0,-0.00014651508037667125,2.0904120174320844,0.05553633743342637,0.010619978659111714,0.17564501063130963,-0.0,0.0,-0.0
xVRest.CRest1dot,0.0,16.025666158326057,0.0,-0.5388976344742511,-2.4554173402631645,-0.0,0.3424798938807204,-2.2236507471269125,-0.24120315298906905,-101.53071662296051,-6.980452854742893
xVLiver.CLiver1dot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997379480663474,-0.0,0.0,-0.0
xVLiver.CMetabolized1dot,0.0,-4.023094445778215,-0.5686320968982613,-0.2888078130405624,-16.640948558358478,-0.1575795821264718,-0.20800992745432717,0.9190213001984465,0.5595660743922779,47.198898947583594,3.0034888668869772
xVKidney.CKidney1dot,0.0,0.06135603530476404,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.5517751660084229,-0.0
xVKidneyTubules.CTubules1dot,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.005197482567136578,-0.0,0.03347391908721273,-0.15926605364218938,0.26467890153452145
